ghg_id,fabric_group,fabric_name,fabric_type,process_step,country,env_impact_group,indicator_unit,fabric_eKPI_intensity,ePL_eKPI_intensity
258,Leather,sheep/goat,conventional,Animal rearing,Nigeria,GHGs,kg CO2e,33.64593171,2.472211679
259,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Norway,GHGs,kg CO2e,0.63735214,0.046830904
260,Plant Fibers,cotton,conventional,Ginning,Pakistan,GHGs,kg CO2e,0.771245625,0.056669034
261,Synthetic Fibers,polyester,conventional,Extraction,Pakistan,GHGs,kg CO2e,0.190616152,0.014005957
262,Animal Fibers,wool,conventional,Washing,Peru,GHGs,kg CO2e,0.904684438,0.066473755
263,Plant Fibers,cotton,conventional,Crop farming,Peru,GHGs,kg CO2e,3.147489347,0.231268969
264,Leather,sheep/goat,conventional,Animal rearing,Peru,GHGs,kg CO2e,33.64593171,2.472211679
265,Leather,beef/calf,conventional,Tanning - RH_WB,Poland,GHGs,kg CO2e,0.866120644,0.063640193
266,Synthetic Fibers,elastic,None,Processing,Poland,GHGs,kg CO2e,1.246312904,0.091575687
267,Animal Fibers,wool,conventional,Animal rearing,Poland,GHGs,kg CO2e,124.0083237,9.111794819
268,Synthetic Fibers,elastic,None,Extraction,Poland,GHGs,kg CO2e,0.069097484,0.005077095
269,Synthetic Fibers,polyester,conventional,Extraction,Poland,GHGs,kg CO2e,0.20320882,0.014931232
270,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.477701587,0.329009351
271,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.477701587,0.329009351
272,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.477701587,0.329009351
273,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.477701587,0.329009351
274,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.477701587,0.329009351
275,Plant Fibers,hemp,None,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.280155473,0.314494199
276,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,4.280155473,0.314494199
277,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,Portugal,GHGs,kg CO2e,9.122977614,0.670331617
278,Leather,sheep/lamb,conventional,Tanning - RH_WB,Portugal,GHGs,kg CO2e,0.866120644,0.063640193
279,Animal Fibers,wool,conventional,Animal rearing,Portugal,GHGs,kg CO2e,127.1695702,9.344074625
280,Animal Fibers,wool,conventional,Washing,Romania,GHGs,kg CO2e,1.193196259,0.08767282
281,Leather,sheep/lamb,conventional,Tanning - RH_WB,Saudi Arabia,GHGs,kg CO2e,0.866120644,0.063640193
282,Leather,sheep/lamb,conventional,Tanning - WB_FL,Saudi Arabia,GHGs,kg CO2e,0.658248869,0.048366339
283,Leather,sheep/lamb,conventional,Animal rearing,Saudi Arabia,GHGs,kg CO2e,14.99835203,1.102038172
284,Leather,sheep/goat,conventional,Animal rearing,Saudi Arabia,GHGs,kg CO2e,33.64593171,2.472211679
285,Leather,goat,conventional,Animal rearing,Saudi Arabia,GHGs,kg CO2e,79.49785891,5.841286757
286,Leather,goat,conventional,Animal rearing,Senegal,GHGs,kg CO2e,79.49785891,5.841286757
287,Leather,beef/calf,conventional,Abattoir,Serbia,GHGs,kg CO2e,0.513481904,0.037729256
288,Leather,beef/calf,conventional,Tanning - RH_WB,Serbia,GHGs,kg CO2e,0.866120644,0.063640193
289,Leather,beef/calf,conventional,Tanning - RH_WB,Slovenia,GHGs,kg CO2e,0.866120644,0.063640193
290,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Slovenia,GHGs,kg CO2e,0.63735214,0.046830904
291,Synthetic Fibers,elastic,None,Processing,Slovenia,GHGs,kg CO2e,1.246312904,0.091575687
292,Synthetic Fibers,elastic,None,Extraction,Slovenia,GHGs,kg CO2e,0.069097484,0.005077095
293,Fur,None,None,Abattoir,South Africa,GHGs,kg CO2e,1.82541288,0.134126381
294,Leather,beef/calf,conventional,Abattoir,South Africa,GHGs,kg CO2e,0.513481904,0.037729256
295,Leather,sheep/lamb,conventional,Tanning - RH_WB,South Africa,GHGs,kg CO2e,0.860990449,0.06326324
296,Animal Fibers,mohair,conventional,Washing,South Africa,GHGs,kg CO2e,3.459091113,0.25416462
297,Animal Fibers,mohair,restorative grazing,Washing,South Africa,GHGs,kg CO2e,3.459091113,0.25416462
298,Plant Fibers,cotton,conventional,Ginning,South Africa,GHGs,kg CO2e,1.114633329,0.08190023
299,Animal Fibers,mohair,conventional,Animal rearing,South Africa,GHGs,kg CO2e,305.118994,22.41931498
300,Fur,None,None,Animal rearing,South Africa,GHGs,kg CO2e,158.742895,11.66399678
301,Animal Fibers,wool,conventional,Animal rearing,South Africa,GHGs,kg CO2e,46.41404784,3.410378174
302,Synthetic Fibers,polyester,conventional,Extraction,South Africa,GHGs,kg CO2e,0.20320882,0.014931232
303,Fur,lamb,None,Abattoir,Spain,GHGs,kg CO2e,1.82541288,0.134126381
304,Leather,goat,conventional,Abattoir,Spain,GHGs,kg CO2e,0.54333699,0.039922926
305,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,4.464513843,0.328040352
306,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,4.464513843,0.328040352
307,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,4.464513843,0.328040352
308,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,4.464513843,0.328040352
309,Plant Fibers,linen,organic,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,4.264780493,0.313364488
310,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,9.092227655,0.668072194
311,Leather,sheep/goat,conventional,Tanning - RH_WB,Spain,GHGs,kg CO2e,1.363724355,0.100202762
312,Fur,None,None,Tanning - WB_FL,Spain,GHGs,kg CO2e,1.054171113,0.07745763
313,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Spain,GHGs,kg CO2e,0.63735214,0.046830904
314,Leather,goat,conventional,Tanning - RH_WB,Spain,GHGs,kg CO2e,0.866120644,0.063640193
315,Leather,sheep/lamb,conventional,Tanning - RH_WB - Metal-free,Spain,GHGs,kg CO2e,0.63735214,0.046830904
316,Plant Fibers,cotton,organic,Ginning,Spain,GHGs,kg CO2e,0.490861255,0.036067152
317,Synthetic Fibers,acrylic,None,Processing,Spain,GHGs,kg CO2e,3.415741349,0.250979397
318,Fur,lamb,None,Animal rearing,Spain,GHGs,kg CO2e,114.488893,8.412332908
319,Plant Fibers,cotton,organic,Crop farming,Spain,GHGs,kg CO2e,1.447238862,0.106339181
320,Plant Fibers,cotton,conventional,Crop farming,Spain,GHGs,kg CO2e,2.278506704,0.167418484
321,Leather,sheep/goat,conventional,Animal rearing,Spain,GHGs,kg CO2e,33.64593171,2.472211679
322,Synthetic Fibers,nylon,conventional,Extraction,Spain,GHGs,kg CO2e,0.951478599,0.069912063
323,Leather,sheep/lamb,conventional,Abattoir,Switzerland,GHGs,kg CO2e,0.454717668,0.033411419
324,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
325,Animal Fibers,cashmere,regenerated,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
326,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
327,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
328,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,3.847772268,0.282723856
329,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,3.847772268,0.282723856
330,Plant Fibers,hemp,None,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,3.847772268,0.282723856
331,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,3.847772268,0.282723856
332,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.129105602,0.303395465
333,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.129105602,0.303395465
334,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.129105602,0.303395465
335,Leather,beef/calf,conventional,Tanning - RH_WB,Switzerland,GHGs,kg CO2e,0.866120644,0.063640193
336,Synthetic Fibers,elastic,None,Processing,Switzerland,GHGs,kg CO2e,1.246312904,0.091575687
337,Synthetic Fibers,polyester,conventional,Extraction,Switzerland,GHGs,kg CO2e,0.20320882,0.014931232
338,Synthetic Fibers,acrylic,None,Processing,Taiwan,GHGs,kg CO2e,7.767279167,0.570718577
339,Synthetic Fibers,elastic,None,Processing,Taiwan,GHGs,kg CO2e,2.778000625,0.204119941
340,Synthetic Fibers,neoprene,None,Processing,Taiwan,GHGs,kg CO2e,4.138377633,0.304076749
341,Synthetic Fibers,polyester,recycled,Processing,Taiwan,GHGs,kg CO2e,8.290411805,0.609156943
342,Synthetic Fibers,nylon,conventional,Processing,Taiwan,GHGs,kg CO2e,41.22031591,3.028756859
343,Animal Fibers,wool,conventional,Washing,Thailand,GHGs,kg CO2e,0.938288827,0.068942915
344,Synthetic Fibers,polyester,conventional,Processing,Thailand,GHGs,kg CO2e,5.731787549,0.421156182
345,Synthetic Fibers,nylon,conventional,Processing,Thailand,GHGs,kg CO2e,24.01170303,1.764314723
346,Plant Fibers,cotton,conventional,Crop farming,Thailand,GHGs,kg CO2e,4.175348067,0.306793236
347,Animal Fibers,wool,conventional,Animal rearing,Thailand,GHGs,kg CO2e,127.2065221,9.34678975
348,Synthetic Fibers,elastic,None,Extraction,Thailand,GHGs,kg CO2e,0.069097484,0.005077095
349,Synthetic Fibers,nylon,conventional,Extraction,Thailand,GHGs,kg CO2e,0.951478599,0.069912063
350,Leather,sheep/lamb,conventional,Tanning - RH_WB,Tunisia,GHGs,kg CO2e,0.860990449,0.06326324
351,Leather,sheep/lamb,conventional,Tanning - WB_FL,Tunisia,GHGs,kg CO2e,0.005130195,0.000376953
352,Plant Fibers,cotton,conventional,Crop farming,Tunisia,GHGs,kg CO2e,0.988590674,0.072638958
353,Leather,sheep/lamb,conventional,Abattoir,Turkey,GHGs,kg CO2e,0.454717668,0.033411419
354,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.667667695,0.342967545
355,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.667667695,0.342967545
356,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.949001029,0.363639154
357,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.949001029,0.363639154
358,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.949001029,0.363639154
359,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,9.898002058,0.727278308
360,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.949001029,0.363639154
361,Leather,beef/calf,conventional,Tanning - RH_WB,Turkey,GHGs,kg CO2e,0.866120644,0.063640193
362,Leather,beef/calf,conventional,Tanning - WB_FL - Metal-free,Turkey,GHGs,kg CO2e,0.953909563,0.070090684
363,Leather,beef/calf,salpa,Tanning - WB_FL,Turkey,GHGs,kg CO2e,0.001756366,0.000129053
364,Animal Fibers,wool,conventional,Washing,Turkey,GHGs,kg CO2e,0.931784534,0.068464997
365,Plant Fibers,cotton,conventional,Ginning,Turkey,GHGs,kg CO2e,0.53856541,0.039572324
366,Synthetic Fibers,polyester,conventional,Processing,Turkey,GHGs,kg CO2e,3.794428291,0.278804285
367,Leather,sheep/lamb,conventional,Animal rearing,Turkey,GHGs,kg CO2e,11.53962627,0.847900397
368,Plant Fibers,linen,conventional,Crop farming,Turkey,GHGs,kg CO2e,0.971811197,0.071406047
369,Animal Fibers,mohair,conventional,Animal rearing,Turkey,GHGs,kg CO2e,179.7295427,13.20603865
370,Plant Fibers,cotton,organic,Crop farming,Turkey,GHGs,kg CO2e,1.41254755,0.103790157
371,Synthetic Fibers,polyester,conventional,Extraction,Turkey,GHGs,kg CO2e,0.20320882,0.014931232
372,Leather,beef/calf,conventional,Animal rearing,Uganda,GHGs,kg CO2e,26.74785779,1.965359943
373,Leather,sheep/lamb,conventional,Abattoir,United Kingdom,GHGs,kg CO2e,0.454717668,0.033411419
374,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
375,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
376,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.482455417,0.32935865
377,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.482455417,0.32935865
378,Plant Fibers,linen,organic,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.482455417,0.32935865
379,Synthetic Fibers,neoprene,None,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.763788751,0.350030259
380,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.763788751,0.350030259
381,Leather,beef/calf,conventional,Tanning - WB_FL,United Kingdom,GHGs,kg CO2e,1.054171113,0.07745763
382,Synthetic Fibers,acrylic,None,Processing,United Kingdom,GHGs,kg CO2e,3.415741349,0.250979397
383,Synthetic Fibers,elastic,None,Processing,United Kingdom,GHGs,kg CO2e,1.246312904,0.091575687
384,Synthetic Fibers,polyester,conventional,Processing,United Kingdom,GHGs,kg CO2e,3.794428291,0.278804285
385,Animal Fibers,wool,conventional,Animal rearing,United Kingdom,GHGs,kg CO2e,127.1854112,9.345238582
386,Synthetic Fibers,acrylic,None,Extraction,United Kingdom,GHGs,kg CO2e,0.183277929,0.013466764
387,Synthetic Fibers,polyester,conventional,Extraction,United Kingdom,GHGs,kg CO2e,0.20320882,0.014931232
388,Leather,beef/calf,salpa,Abattoir,United States,GHGs,kg CO2e,0.000855518,6.29E-05
389,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
390,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
391,Animal Fibers,mohair,restorative grazing,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
392,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
393,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
394,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
395,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.666345878,0.416347705
396,Animal Fibers,wool,conventional,Washing,United States,GHGs,kg CO2e,0.930689117,0.068384509
397,Plant Fibers,cotton,organic,Ginning,United States,GHGs,kg CO2e,0.661098042,0.048575689
398,Leather,beef/calf,conventional,Animal rearing,United States,GHGs,kg CO2e,28.89775637,2.123328652
399,Leather,beef/calf,salpa,Animal rearing,United States,GHGs,kg CO2e,0.048146881,0.003537702
400,Synthetic Fibers,acrylic,None,Extraction,United States,GHGs,kg CO2e,0.183277929,0.013466764
401,Animal Fibers,wool,restorative grazing,Washing,Uruguay,GHGs,kg CO2e,1.555016136,0.114258362
402,Animal Fibers,wool,restorative grazing,Animal rearing,Uruguay,GHGs,kg CO2e,147.0166937,10.80238735
403,Synthetic Fibers,polyester,conventional,Processing,Vietnam,GHGs,kg CO2e,13.31085777,0.978045677
404,Synthetic Fibers,nylon,conventional,Extraction,Vietnam,GHGs,kg CO2e,0.951478599,0.069912063
405,Plant Fibers,cotton,organic,Ginning,Zimbabwe,GHGs,kg CO2e,0.683226927,0.050201659
406,Synthetic Fibers,nylon,conventional,Processing,Afghanistan,GHGs,kg CO2e,67.8822411,4.987802708
407,Synthetic Fibers,nylon,conventional,Extraction,Afghanistan,GHGs,kg CO2e,0.951478599,0.069912063
408,Leather,beef/calf,conventional,Tanning - RH_WB,Albania,GHGs,kg CO2e,0.866120644,0.063640193
409,Leather,beef/calf,conventional,Animal rearing,Albania,GHGs,kg CO2e,17.01311327,1.250077356
410,Leather,sheep/lamb,conventional,Abattoir,Algeria,GHGs,kg CO2e,0.589709698,0.043330267
411,Leather,beef/calf,conventional,Tanning - RH_WB,Algeria,GHGs,kg CO2e,0.866120644,0.063640193
412,Leather,beef/calf,conventional,Animal rearing,Algeria,GHGs,kg CO2e,19.65259545,1.444019338
413,Fur,None,None,Abattoir,Argentina,GHGs,kg CO2e,1.82541288,0.134126381
414,Animal Fibers,wool,regenerated,Washing,Argentina,GHGs,kg CO2e,2.787727128,0.204834618
415,Plant Fibers,cotton,conventional,Crop farming,Argentina,GHGs,kg CO2e,4.475720797,0.328863808
416,Animal Fibers,wool,organic,Animal rearing,Argentina,GHGs,kg CO2e,126.2845052,9.279042454
417,Animal Fibers,wool,regenerated,Animal rearing,Argentina,GHGs,kg CO2e,66.23373692,4.866675098
418,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Australia,GHGs,kg CO2e,0.781991018,0.057458576
419,Leather,kangaroo,None,Tanning - RH_WB,Australia,GHGs,kg CO2e,0.866120644,0.063640193
420,Animal Fibers,wool,conventional,Washing,Australia,GHGs,kg CO2e,0.96320487,0.070773678
421,Animal Fibers,mohair,conventional,Animal rearing,Australia,GHGs,kg CO2e,199.2414916,14.63972367
422,Leather,beef/calf,conventional,Animal rearing,Australia,GHGs,kg CO2e,26.64946179,1.958130072
423,Plant Fibers,cotton,conventional,Crop farming,Australia,GHGs,kg CO2e,4.293075705,0.315443543
424,Animal Fibers,wool,regenerated,Animal rearing,Australia,GHGs,kg CO2e,67.94813243,4.992644224
425,Animal Fibers,wool,restorative grazing,Animal rearing,Australia,GHGs,kg CO2e,152.8916864,11.23406586
426,Leather,sheep/goat,conventional,Animal rearing,Australia,GHGs,kg CO2e,33.64593171,2.472211679
427,Leather,beef/calf,conventional,Abattoir,Austria,GHGs,kg CO2e,0.513481904,0.037729256
428,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.249418352,0.312235719
429,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.249418352,0.312235719
430,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.014010629,0.294938599
431,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.014010629,0.294938599
432,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.295343963,0.315610208
433,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.295343963,0.315610208
434,Synthetic Fibers,polyester,conventional,Processing,Austria,GHGs,kg CO2e,3.794428291,0.278804285
435,Synthetic Fibers,polyester,conventional,Extraction,Austria,GHGs,kg CO2e,0.20320882,0.014931232
436,Leather,beef/calf,conventional,Tanning - RH_WB,Bangladesh,GHGs,kg CO2e,0.866120644,0.063640193
437,Leather,beef/calf,conventional,Tanning - WB_FL,Bangladesh,GHGs,kg CO2e,1.054171113,0.07745763
438,Leather,beef/calf,conventional,Animal rearing,Bangladesh,GHGs,kg CO2e,19.68148811,1.446142292
439,Plant Fibers,cotton,conventional,Crop farming,Bangladesh,GHGs,kg CO2e,5.978503118,0.439284172
440,Leather,goat,conventional,Animal rearing,Bangladesh,GHGs,kg CO2e,79.49785891,5.841286757
441,Leather,beef/calf,conventional,Animal rearing,Belarus,GHGs,kg CO2e,17.01311327,1.250077356
442,Synthetic Fibers,elastic,None,Extraction,Belarus,GHGs,kg CO2e,0.069097484,0.005077095
443,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.093422285,0.300773552
444,Animal Fibers,cashmere,regenerated,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.093422285,0.300773552
445,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.315838359,0.317116081
446,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.091446637,0.300628386
447,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.091446637,0.300628386
448,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.372779971,0.321299996
449,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.372779971,0.321299996
450,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,8.745559942,0.642599992
451,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.372779971,0.321299996
452,Synthetic Fibers,nylon,Econyl,Processing,Belgium,GHGs,kg CO2e,3.483434116,0.255953278
453,Leather,beef/calf,conventional,Animal rearing,Belgium,GHGs,kg CO2e,16.94109108,1.24478536
454,Plant Fibers,linen,conventional,Crop farming,Belgium,GHGs,kg CO2e,0.913931953,0.067153238
455,Synthetic Fibers,polyester,conventional,Extraction,Belgium,GHGs,kg CO2e,0.20320882,0.014931232
456,Animal Fibers,wool,conventional,Washing,Bolivia,GHGs,kg CO2e,1.215371932,0.089302229
457,Animal Fibers,wool,conventional,Animal rearing,Bolivia,GHGs,kg CO2e,46.32624636,3.40392676
458,Plant Fibers,cotton,conventional,Ginning,Brazil,GHGs,kg CO2e,0.566148217,0.041599033
459,Synthetic Fibers,elastic,None,Processing,Brazil,GHGs,kg CO2e,1.082697573,0.079553677
460,Plant Fibers,cotton,conventional,Crop farming,Brazil,GHGs,kg CO2e,3.449588848,0.253466419
461,Leather,beef/calf,conventional,Animal rearing,Brazil,GHGs,kg CO2e,48.20603294,3.542048373
462,Synthetic Fibers,elastic,None,Extraction,Brazil,GHGs,kg CO2e,0.069097484,0.005077095
463,Leather,goat,conventional,Tanning - RH_WB - Metal-free,Bulgaria,GHGs,kg CO2e,0.63735214,0.046830904
464,Synthetic Fibers,elastic,None,Processing,Bulgaria,GHGs,kg CO2e,1.246312904,0.091575687
465,Synthetic Fibers,nylon,conventional,Processing,Bulgaria,GHGs,kg CO2e,18.07025374,1.327753166
466,Leather,goat,conventional,Animal rearing,Bulgaria,GHGs,kg CO2e,175.1026243,12.86606525
467,Synthetic Fibers,nylon,conventional,Extraction,Bulgaria,GHGs,kg CO2e,0.951478599,0.069912063
468,Plant Fibers,cotton,organic,Crop farming,Cameroon,GHGs,kg CO2e,0.810069807,0.059521729
469,Plant Fibers,cotton,conventional,Ginning,Central African Republic,GHGs,kg CO2e,0.806959808,0.059293215
470,Plant Fibers,cotton,organic,Crop farming,Central African Republic,GHGs,kg CO2e,3.048364057,0.223985512
471,Leather,beef/calf,conventional,Tanning - RH_WB,Chile,GHGs,kg CO2e,0.866120644,0.063640193
472,Animal Fibers,wool,restorative grazing,Animal rearing,Chile,GHGs,kg CO2e,147.594166,10.84481845
473,Leather,beef/calf,conventional,Animal rearing,Chile,GHGs,kg CO2e,48.13254504,3.536648682
474,Leather,sheep/lamb,conventional,Abattoir,China,GHGs,kg CO2e,0.431522552,0.031707105
475,Leather,beef/calf,salpa,Abattoir,China,GHGs,kg CO2e,0.001279778,9.40E-05
476,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
477,Plant Fibers,hemp,None,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,13.24579397,0.973264965
478,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.69694078,1.079891291
479,Fur,None,None,Tanning - RH_WB,China,GHGs,kg CO2e,0.860990449,0.06326324
480,Animal Fibers,cashmere,regenerated,Washing,China,GHGs,kg CO2e,2.572938642,0.189052543
481,Animal Fibers,cashmere,restorative grazing,Washing,China,GHGs,kg CO2e,4.981568208,0.366032102
482,Animal Fibers,wool,organic,Washing,China,GHGs,kg CO2e,1.542126079,0.113311236
483,Animal Fibers,wool,regenerated,Washing,China,GHGs,kg CO2e,0.827374566,0.060793236
484,Animal Fibers,wool,restorative grazing,Washing,China,GHGs,kg CO2e,1.549299433,0.113838314
485,Plant Fibers,cotton,organic,Ginning,China,GHGs,kg CO2e,0.854748092,0.062804568
486,Plant Fibers,linen,conventional,Ginning,China,GHGs,kg CO2e,0.297690636,0.021873499
487,Leather,sheep/lamb,conventional,Animal rearing,China,GHGs,kg CO2e,16.82455656,1.236222721
488,Leather,beef/calf,conventional,Animal rearing,China,GHGs,kg CO2e,20.91675191,1.536906121
489,Plant Fibers,cotton,conventional,Crop farming,China,GHGs,kg CO2e,2.100063583,0.154306968
490,Plant Fibers,cotton,organic,Crop farming,China,GHGs,kg CO2e,1.256817635,0.092347546
491,Animal Fibers,wool,regenerated,Animal rearing,China,GHGs,kg CO2e,68.06704602,5.001381672
492,Animal Fibers,silk,organic,Silk production,China,GHGs,kg CO2e,20.660241,1.518058395
493,Leather,sheep/goat,conventional,Animal rearing,China,GHGs,kg CO2e,33.64593171,2.472211679
494,Animal Fibers,cashmere,organic,Animal rearing,China,GHGs,kg CO2e,2766.411057,203.2683709
495,Synthetic Fibers,polyester,conventional,Extraction,China,GHGs,kg CO2e,0.415464433,0.030527198
496,Synthetic Fibers,nylon,conventional,Extraction,China,GHGs,kg CO2e,0.951478599,0.069912063
497,Leather,beef/calf,conventional,Abattoir,Croatia,GHGs,kg CO2e,0.513481904,0.037729256
498,Synthetic Fibers,nylon,conventional,Processing,Croatia,GHGs,kg CO2e,18.07025374,1.327753166
499,Synthetic Fibers,nylon,conventional,Extraction,Croatia,GHGs,kg CO2e,0.951478599,0.069912063
500,Fur,mink,None,Tanning - RH_WB,Denmark,GHGs,kg CO2e,0.866120644,0.063640193
501,Plant Fibers,cotton,conventional,Crop farming,Estonia,GHGs,kg CO2e,2.305574473,0.16940735
502,Leather,beef/calf,conventional,Abattoir,Ethiopia,GHGs,kg CO2e,0.399722842,0.029370549
503,Fur,mink,None,Tanning - RH_WB,Finland,GHGs,kg CO2e,0.866120644,0.063640193
504,Leather,beef/calf,conventional,Animal rearing,Finland,GHGs,kg CO2e,16.95107375,1.24551886
505,Fur,mink,None,Animal rearing,Finland,GHGs,kg CO2e,306.8211074,22.54438164
506,Fur,lamb,None,Abattoir,France,GHGs,kg CO2e,1.82541288,0.134126381
507,Leather,sheep/lamb,conventional,Abattoir,France,GHGs,kg CO2e,0.454717668,0.033411419
508,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
509,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,3.881509016,0.28520274
